Source,CH1
Second,Volt
-1.103000E-06,+1.343280E+01
-1.102000E-06,+1.343280E+01
-1.101000E-06,+1.327840E+01
-1.100000E-06,+1.312400E+01
-1.099000E-06,+1.281520E+01
-1.098000E-06,+1.281520E+01
-1.097000E-06,+1.266080E+01
-1.096000E-06,+1.250640E+01
-1.095000E-06,+1.219760E+01
-1.094000E-06,+1.188880E+01
-1.093000E-06,+1.173440E+01
-1.092000E-06,+1.111680E+01
-1.091000E-06,+1.096240E+01
-1.090000E-06,+1.049920E+01
-1.089000E-06,+9.881600E+00
-1.088000E-06,+9.572801E+00
-1.087000E-06,+9.109600E+00
-1.086000E-06,+8.646400E+00
-1.085000E-06,+7.874400E+00
-1.084000E-06,+7.411200E+00
-1.083000E-06,+6.793600E+00
-1.082000E-06,+6.330400E+00
-1.081000E-06,+5.712800E+00
-1.080000E-06,+4.940800E+00
-1.079000E-06,+4.323200E+00
-1.078000E-06,+3.551200E+00
-1.077000E-06,+2.933600E+00
-1.076000E-06,+2.316000E+00
-1.075000E-06,+1.544000E+00
-1.074000E-06,+9.263999E-01
-1.073000E-06,+1.544000E-01
-1.072000E-06,-4.632000E-01
-1.071000E-06,-1.080800E+00
-1.070000E-06,-1.852800E+00
-1.069000E-06,-2.316000E+00
-1.068000E-06,-3.088000E+00
-1.067000E-06,-3.705600E+00
-1.066000E-06,-4.323200E+00
-1.065000E-06,-4.632000E+00
-1.064000E-06,-5.404000E+00
-1.063000E-06,-5.867200E+00
-1.062000E-06,-6.330400E+00
-1.061000E-06,-6.793600E+00
-1.060000E-06,-7.256800E+00
-1.059000E-06,-7.874400E+00
-1.058000E-06,-8.183201E+00
-1.057000E-06,-8.646400E+00
-1.056000E-06,-9.109600E+00
-1.055000E-06,-9.418400E+00
-1.054000E-06,-9.727201E+00
-1.053000E-06,-9.881600E+00
-1.052000E-06,-1.034480E+01
-1.051000E-06,-1.049920E+01
-1.050000E-06,-1.096240E+01
-1.049000E-06,-1.111680E+01
-1.048000E-06,-1.142560E+01
-1.047000E-06,-1.158000E+01
-1.046000E-06,-1.204320E+01
-1.045000E-06,-1.219760E+01
-1.044000E-06,-1.235200E+01
-1.043000E-06,-1.266080E+01
-1.042000E-06,-1.281520E+01
-1.041000E-06,-1.296960E+01
-1.040000E-06,-1.312400E+01
-1.039000E-06,-1.327840E+01
-1.038000E-06,-1.327840E+01
-1.037000E-06,-1.343280E+01
-1.036000E-06,-1.343280E+01
-1.035000E-06,-1.343280E+01
-1.034000E-06,-1.358720E+01
-1.033000E-06,-1.358720E+01
-1.032000E-06,-1.358720E+01
-1.031000E-06,-1.358720E+01
-1.030000E-06,-1.343280E+01
-1.029000E-06,-1.343280E+01
-1.028000E-06,-1.343280E+01
-1.027000E-06,-1.327840E+01
-1.026000E-06,-1.296960E+01
-1.025000E-06,-1.281520E+01
-1.024000E-06,-1.266080E+01
-1.023000E-06,-1.250640E+01
-1.022000E-06,-1.204320E+01
-1.021000E-06,-1.188880E+01
-1.020000E-06,-1.158000E+01
-1.019000E-06,-1.111680E+01
-1.018000E-06,-1.080800E+01
-1.017000E-06,-1.019040E+01
-1.016000E-06,-9.727201E+00
-1.015000E-06,-9.418400E+00
-1.014000E-06,-8.800800E+00
-1.013000E-06,-8.337601E+00
-1.012000E-06,-7.565600E+00
-1.011000E-06,-6.948000E+00
-1.010000E-06,-6.330400E+00
-1.009000E-06,-5.712800E+00
-1.008000E-06,-5.095200E+00
-1.007000E-06,-4.323200E+00
-1.006000E-06,-3.705600E+00
-1.005000E-06,-2.933600E+00
-1.004000E-06,-2.161600E+00
-1.003000E-06,-1.544000E+00
-1.002000E-06,-7.720000E-01
-1.001000E-06,+0.000000E+00
-1.000000E-06,+6.176000E-01
-9.990000E-07,+1.389600E+00
-9.980000E-07,+2.007200E+00
-9.970000E-07,+2.779200E+00
-9.960000E-07,+3.396800E+00
-9.950000E-07,+4.014400E+00
-9.940000E-07,+4.632000E+00
-9.930000E-07,+5.249600E+00
-9.920000E-07,+5.712800E+00
-9.910000E-07,+6.330400E+00
-9.900000E-07,+6.793600E+00
-9.890000E-07,+7.411200E+00
-9.880000E-07,+7.874400E+00
-9.870000E-07,+8.183201E+00
-9.860000E-07,+8.646400E+00
-9.850000E-07,+9.109600E+00
-9.840000E-07,+9.572801E+00
-9.830000E-07,+9.727201E+00
-9.820000E-07,+1.019040E+01
-9.810000E-07,+1.034480E+01
-9.800000E-07,+1.065360E+01
-9.790000E-07,+1.111680E+01
-9.780000E-07,+1.127120E+01
-9.770000E-07,+1.158000E+01
-9.760000E-07,+1.188880E+01
-9.750000E-07,+1.204320E+01
-9.740000E-07,+1.219760E+01
-9.730000E-07,+1.250640E+01
-9.720000E-07,+1.250640E+01
-9.710000E-07,+1.281520E+01
-9.700000E-07,+1.296960E+01
-9.690000E-07,+1.312400E+01
-9.680000E-07,+1.312400E+01
-9.670000E-07,+1.312400E+01
-9.660000E-07,+1.327840E+01
-9.650000E-07,+1.343280E+01
-9.640000E-07,+1.343280E+01
-9.630000E-07,+1.343280E+01
-9.620000E-07,+1.343280E+01
-9.610000E-07,+1.343280E+01
-9.600000E-07,+1.343280E+01
-9.590000E-07,+1.327840E+01
-9.580000E-07,+1.327840E+01
-9.570000E-07,+1.312400E+01
-9.560000E-07,+1.296960E+01
-9.550000E-07,+1.266080E+01
-9.540000E-07,+1.266080E+01
-9.530000E-07,+1.219760E+01
-9.520000E-07,+1.219760E+01
-9.510000E-07,+1.188880E+01
-9.500000E-07,+1.142560E+01
-9.490000E-07,+1.111680E+01
-9.480000E-07,+1.080800E+01
-9.470000E-07,+1.034480E+01
-9.460000E-07,+9.881600E+00
-9.450000E-07,+9.418400E+00
-9.440000E-07,+8.955200E+00
-9.430000E-07,+8.492001E+00
-9.420000E-07,+7.874400E+00
-9.410000E-07,+7.411200E+00
-9.400000E-07,+6.793600E+00
-9.390000E-07,+6.021600E+00
-9.380000E-07,+5.404000E+00
-9.370000E-07,+4.786400E+00
-9.360000E-07,+4.168800E+00
-9.350000E-07,+3.551200E+00
-9.340000E-07,+2.779200E+00
-9.330000E-07,+2.161600E+00
-9.320000E-07,+1.389600E+00
-9.310000E-07,+7.720000E-01
-9.300000E-07,+1.544000E-01
-9.290000E-07,-6.176000E-01
-9.280000E-07,-1.235200E+00
-9.270000E-07,-1.852800E+00
-9.260000E-07,-2.470400E+00
-9.250000E-07,-3.088000E+00
-9.240000E-07,-3.705600E+00
-9.230000E-07,-4.323200E+00
-9.220000E-07,-4.940800E+00
-9.210000E-07,-5.404000E+00
-9.200000E-07,-6.021600E+00
-9.190000E-07,-6.484800E+00
-9.180000E-07,-6.793600E+00
-9.170000E-07,-7.256800E+00
-9.160000E-07,-7.874400E+00
-9.150000E-07,-8.337601E+00
-9.140000E-07,-8.646400E+00
-9.130000E-07,-8.955200E+00
-9.120000E-07,-9.264000E+00
-9.110000E-07,-9.727201E+00
-9.100000E-07,-1.019040E+01
-9.090000E-07,-1.034480E+01
-9.080000E-07,-1.065360E+01
-9.070000E-07,-1.096240E+01
-9.060000E-07,-1.127120E+01
-9.050000E-07,-1.158000E+01
-9.040000E-07,-1.188880E+01
-9.030000E-07,-1.204320E+01
-9.020000E-07,-1.219760E+01
-9.010000E-07,-1.250640E+01
-9.000000E-07,-1.266080E+01
-8.990000E-07,-1.266080E+01
-8.980000E-07,-1.296960E+01
-8.970000E-07,-1.312400E+01
-8.960000E-07,-1.327840E+01
-8.950000E-07,-1.327840E+01
-8.940000E-07,-1.343280E+01
-8.930000E-07,-1.358720E+01
-8.920000E-07,-1.358720E+01
-8.910000E-07,-1.358720E+01
-8.900000E-07,-1.343280E+01
-8.890000E-07,-1.343280E+01
-8.880000E-07,-1.358720E+01
-8.870000E-07,-1.358720E+01
-8.860000E-07,-1.343280E+01
-8.850000E-07,-1.343280E+01
-8.840000E-07,-1.312400E+01
-8.830000E-07,-1.312400E+01
-8.820000E-07,-1.281520E+01
-8.810000E-07,-1.266080E+01
-8.800000E-07,-1.235200E+01
-8.790000E-07,-1.219760E+01
-8.780000E-07,-1.173440E+01
-8.770000E-07,-1.158000E+01
-8.760000E-07,-1.096240E+01
-8.750000E-07,-1.080800E+01
-8.740000E-07,-1.019040E+01
-8.730000E-07,-9.881600E+00
-8.720000E-07,-9.264000E+00
-8.710000E-07,-8.800800E+00
-8.700000E-07,-8.183201E+00
-8.690000E-07,-7.411200E+00
-8.680000E-07,-6.948000E+00
-8.670000E-07,-6.176000E+00
-8.660000E-07,-5.712800E+00
