Source,CH1
Second,Volt
+1.100000E-08,+1.638000E+01
+1.200000E-08,+1.710800E+01
+1.300000E-08,+1.710800E+01
+1.400000E-08,+1.820000E+01
+1.500000E-08,+1.820000E+01
+1.600000E-08,+1.929200E+01
+1.700000E-08,+1.929200E+01
+1.800000E-08,+2.002000E+01
+1.900000E-08,+2.074800E+01
+2.000000E-08,+2.074800E+01
+2.100000E-08,+2.147600E+01
+2.200000E-08,+2.184000E+01
+2.300000E-08,+2.256800E+01
+2.400000E-08,+2.329600E+01
+2.500000E-08,+2.329600E+01
+2.600000E-08,+2.402400E+01
+2.700000E-08,+2.475200E+01
+2.800000E-08,+2.511600E+01
+2.900000E-08,+2.511600E+01
+3.000000E-08,+2.548000E+01
+3.100000E-08,+2.584400E+01
+3.200000E-08,+2.620800E+01
+3.300000E-08,+2.657200E+01
+3.400000E-08,+2.693600E+01
+3.500000E-08,+2.730000E+01
+3.600000E-08,+2.730000E+01
+3.700000E-08,+2.766400E+01
+3.800000E-08,+2.802800E+01
+3.900000E-08,+2.802800E+01
+4.000000E-08,+2.802800E+01
+4.100000E-08,+2.802800E+01
+4.200000E-08,+2.839200E+01
+4.300000E-08,+2.839200E+01
+4.400000E-08,+2.802800E+01
+4.500000E-08,+2.802800E+01
+4.600000E-08,+2.802800E+01
+4.700000E-08,+2.766400E+01
+4.800000E-08,+2.730000E+01
+4.900000E-08,+2.693600E+01
+5.000000E-08,+2.657200E+01
+5.100000E-08,+2.620800E+01
+5.200000E-08,+2.584400E+01
+5.300000E-08,+2.475200E+01
+5.400000E-08,+2.402400E+01
+5.500000E-08,+2.293200E+01
+5.600000E-08,+2.184000E+01
+5.700000E-08,+2.111200E+01
+5.800000E-08,+2.002000E+01
+5.900000E-08,+1.856400E+01
+6.000000E-08,+1.710800E+01
+6.100000E-08,+1.565200E+01
+6.200000E-08,+1.419600E+01
+6.300000E-08,+1.237600E+01
+6.400000E-08,+1.092000E+01
+6.500000E-08,+9.100000E+00
+6.600000E-08,+7.280001E+00
+6.700000E-08,+5.460000E+00
+6.800000E-08,+3.640000E+00
+6.900000E-08,+1.820000E+00
+7.000000E-08,+3.640000E-01
+7.100000E-08,-1.092000E+00
+7.200000E-08,-3.276000E+00
